Tªn Trang BÞ	ItemGenre	DetailType	ParticularType	SPR		Ngang	Däc				Level																																			Dßng HiÖn	Dßng Èn	Dßng HiÖn	Dßng Èn	Dßng HiÖn	Dßng Èn	Opt	Opt		Skill	Dßng Cuèi		
XÝch L©n Phï Dung Ch©u Liªn	0	4	0	\spr\item\equip\nick\obj-neck26.spr	36	2	1	Bé trang bÞ Thóy Yªn song ®ao cÊp XÝch L©n(1)	0	99999	10	0																						36	120	39	5									1687	2407	1727	1847	2127	2167	459	484	1	1254	2207	2	8
XÝch L©n Phï Dung Tr©m	0	7	9	\spr\item\equip\cap\obj-fm-cap22.spr	28	2	2	Bé trang bÞ Thóy Yªn song ®ao cÊp XÝch L©n(2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	5									1687	2247	1727	1767	2087	2167	459	484	2		2207	2	8
XÝch L©n Phï Dung Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring25.spr	37	1	1	Bé trang bÞ Thóy Yªn song ®ao cÊp XÝch L©n(3)	1	99999	10	0																						36	120	39	5									1687	2327	1727	1887	2087	2167	459	484	3		1670	2	8
XÝch L©n Phï Dung Tô	0	8	0	\spr\item\equip\bangle\obj-bangle23.spr	35	1	2	Bé trang bÞ Thóy Yªn song ®ao cÊp XÝch L©n(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	5									1687	2287	1727	1767	2087	2167	459	484	4		2787	2	8
XÝch L©n Phï Dung Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash23.spr	33	2	1	Bé trang bÞ Thóy Yªn song ®ao cÊp XÝch L©n(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	5									1687	2367	1727	1807	2087	2167	459	484	5	1248	2207	2	8
XÝch L©n Phï Dung Sam	0	2	9	\spr\item\equip\armor\obj-fm-cloth23.spr	24	2	3	Bé trang bÞ Thóy Yªn song ®ao cÊp XÝch L©n(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	5									1687	2407	1727	1847	2605	2167	459	484	6	1270	2787	2	8
XÝch L©n Phï Dung #NhÉn	0	0	5	\spr\item\equip\closeweapon\obj-adsd15.spr	14	2	3	Bé trang bÞ Thóy Yªn song ®ao cÊp XÝch L©n(7)	2	99999	10	0	28	62	62	29	92	92	167	-30	-30	31	99	99										36	120	39	5									2726	2247	2447	1767	2087	2167	459	484	7		1670	2	8
XÝch L©n Phï Dung Ngoa	0	5	3	\spr\item\equip\boots\obj-shoes23.spr	27	2	2	Bé trang bÞ Thóy Yªn song ®ao cÊp XÝch L©n(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	5									1687	2327	1727	1887	1927	2167	459	484	8	1266	2207	2	8
XÝch L©n Phï Dung H­¬ng Nang	0	9	0	\spr\item\equip\waist\obj-waist27.spr	36	1	2	Bé trang bÞ Thóy Yªn song ®ao cÊp XÝch L©n(9)	3	99999	10	0																						36	120	39	5									1687	2287	1727	1767	2087	2167	459	484	9	1260	2207	2	8
XÝch L©n Phï Dung H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring26.spr	37	1	1	Bé trang bÞ Thóy Yªn song ®ao cÊp XÝch L©n(10)	4	99999	10	0																						36	120	39	5									1687	2367	1727	1807	2087	2167	459	484	10		1670	2	8
XÝch L©n La S¸t H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck23.spr	36	2	1	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp XÝch L©n(1)	0	99999	10	0																						36	120	39	3									1687	2407	1727	1847	2127	2167	460	485	1	1282	2207	2	8
XÝch L©n La S¸t §Çu Hoµn	0	7	2	\spr\item\equip\cap\obj-ma-cap24.spr	28	2	2	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp XÝch L©n(2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	3									1687	2247	1727	1767	2087	2167	460	485	2		2207	2	8
XÝch L©n La S¸t Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring19.spr	37	1	1	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp XÝch L©n(3)	1	99999	10	0																						36	120	39	3									1687	2327	1727	1887	2087	2167	460	485	3		1670	2	8
XÝch L©n La S¸t Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle24.spr	34	1	2	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp XÝch L©n(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	3									1687	2287	1727	1767	2087	2167	460	485	4		2787	2	8
XÝch L©n La S¸t Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash24.spr	32	2	1	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp XÝch L©n(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	3									1687	2367	1727	1807	2087	2167	460	485	5	1276	2207	2	8
XÝch L©n La S¸t BÝ Trang	0	2	2	\spr\item\equip\armor\obj-ma-cloth24.spr	22	2	3	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp XÝch L©n(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	3									1687	2407	1727	1847	2604	2167	460	485	6	1298	2787	2	8
XÝch L©n La S¸t TriÒn Thñ	0	0	6	\spr\item\equip\closeweapon\obj-glove03.spr	9	1	2	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp XÝch L©n(7)	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	120	39	3									2725	2247	2567	1767	2087	2167	460	485	7		1670	2	8
XÝch L©n La S¸t Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes24.spr	26	2	2	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp XÝch L©n(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	3									1687	2327	1727	1887	1927	2167	460	485	8	1294	2207	2	8
XÝch L©n La S¸t Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist23.spr	36	1	2	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp XÝch L©n(9)	3	99999	10	0																						36	120	39	3									1687	2287	1727	1767	2087	2167	460	485	9	1288	2207	2	8
XÝch L©n La S¸t H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring20.spr	37	1	1	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp XÝch L©n(10)	4	99999	10	0																						36	120	39	3									1687	2367	1727	1807	2087	2167	460	485	10		1670	2	8
XÝch L©n Tu La H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck23.spr	36	2	1	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp XÝch L©n(1)	0	99999	10	0																						36	120	39	3									1687	2407	1727	1847	2127	2167	461	486	1	1310	2207	2	8
XÝch L©n Tu La §Çu Hoµn	0	7	2	\spr\item\equip\cap\obj-ma-cap24.spr	28	2	2	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp XÝch L©n(2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	3									1687	2247	1727	1767	2087	2167	461	486	2		2207	2	8
XÝch L©n Tu La Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring19.spr	37	1	1	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp XÝch L©n(3)	1	99999	10	0																						36	120	39	3									1687	2327	1727	1887	2087	2167	461	486	3		1670	2	8
XÝch L©n Tu La Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle24.spr	34	1	2	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp XÝch L©n(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	3									1687	2287	1727	1767	2087	2167	461	486	4	1322	2787	2	8
XÝch L©n Tu La Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash24.spr	33	2	1	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp XÝch L©n(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	3									1687	2367	1727	1807	2087	2167	461	486	5	1304	2207	2	8
XÝch L©n Tu La Hé Gi¸p	0	2	2	\spr\item\equip\armor\obj-ma-cloth24.spr	22	2	3	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp XÝch L©n(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	3									1687	2407	1727	1847	2604	2167	461	486	6	1326	2787	2	8
XÝch L©n Tu La B¶o §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade25.spr	10	1	4	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp XÝch L©n(7)	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	120	39	3									2705	2247	1967	2007	2087	2167	461	486	7		1670	2	8
XÝch L©n Tu La Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes24.spr	26	2	2	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp XÝch L©n(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	3									1687	2327	1727	1887	1927	2167	461	486	8		2207	2	8
XÝch L©n Tu La Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist23.spr	36	1	2	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp XÝch L©n(9)	3	99999	10	0																						36	120	39	3									1687	2287	1727	1767	2087	2167	461	486	9	1316	2207	2	8
XÝch L©n Tu La H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring20.spr	37	1	1	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp XÝch L©n(10)	4	99999	10	0																						36	120	39	3									1687	2367	1727	1807	2087	2167	461	486	10		1670	2	8
XÝch L©n C« Tinh H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck23.spr	36	2	1	Bé trang bÞ §­êng M«n phi ®ao cÊp XÝch L©n(1)	4	99999	10	0																						36	120	39	2									1687	2407	1727	1847	2127	2167	462	487	1	1338	2207	2	8
XÝch L©n C« Tinh Qu¸n	0	7	2	\spr\item\equip\cap\obj-ma-cap24.spr	28	2	2	Bé trang bÞ §­êng M«n phi ®ao cÊp XÝch L©n(2)	0	99999	10	0	30	360	360	31	85	85																36	120	39	2									1687	2247	1727	1767	2087	2167	462	487	2	1350	2207	2	8
XÝch L©n C« Tinh Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring19.spr	37	1	1	Bé trang bÞ §­êng M«n phi ®ao cÊp XÝch L©n(3)	2	99999	10	0																						36	120	39	2									1687	2327	1727	1887	2087	2167	462	487	3		1670	2	8
XÝch L©n C« Tinh Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle24.spr	34	1	2	Bé trang bÞ §­êng M«n phi ®ao cÊp XÝch L©n(4)	1	99999	10	0	30	135	135	31	80	80																36	120	39	2									1687	2287	1727	1767	2087	2167	462	487	4		2787	2	8
XÝch L©n C« Tinh TriÒn Yªu	0	6	0	\spr\item\equip\sash\obj-sash24.spr	32	2	1	Bé trang bÞ §­êng M«n phi ®ao cÊp XÝch L©n(5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	2									1687	2367	1727	1807	2087	2167	462	487	5	1332	2207	2	8
XÝch L©n C« Tinh Gi¸p	0	2	3	\spr\item\equip\armor\obj-ma-cloth24.spr	22	2	3	Bé trang bÞ §­êng M«n phi ®ao cÊp XÝch L©n(6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	2									1687	2407	1727	1847	2604	2167	462	487	6	1354	2787	2	8
XÝch L©n C« Tinh Phi §ao	0	1	1	\spr\item\equip\rangeweapon\obj-adart28.spr	15	1	1	Bé trang bÞ §­êng M«n phi ®ao cÊp XÝch L©n(7)	0	99999	10	0	28	44	44	29	100	100	167	-30	-30	31	99	99										36	120	39	2									2708	2247	1967	1767	2087	2167	462	487	7		1670	2	8
XÝch L©n C« Tinh Lý	0	5	1	\spr\item\equip\boots\obj-shoes24.spr	26	2	2	Bé trang bÞ §­êng M«n phi ®ao cÊp XÝch L©n(8)	2	99999	10	0	30	160	160	31	80	80																36	120	39	2									1687	2327	1727	1887	1927	2167	462	487	8		2207	2	8
XÝch L©n C« Tinh Trôy	0	9	1	\spr\item\equip\waist\obj-waist23.spr	36	1	2	Bé trang bÞ §­êng M«n phi ®ao cÊp XÝch L©n(9)	1	99999	10	0																						36	120	39	2									1687	2287	1727	1767	2087	2167	462	487	9	1344	2207	2	8
XÝch L©n C« Tinh H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring20.spr	37	1	1	Bé trang bÞ §­êng M«n phi ®ao cÊp XÝch L©n(10)	3	99999	10	0																						36	120	39	2									1687	2367	1727	1807	2087	2167	462	487	10		1670	2	8
XÝch L©n Th­¬ng Lan H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck23.spr	36	2	1	Bé trang bÞ §­êng M«n ná tiÔn cÊp XÝch L©n(1)	4	99999	10	0																						36	120	39	2									1687	2407	1727	1847	2127	2167	463	488	1	1338	2207	2	8
XÝch L©n Th­¬ng Lan Qu¸n	0	7	2	\spr\item\equip\cap\obj-ma-cap24.spr	28	2	2	Bé trang bÞ §­êng M«n ná tiÔn cÊp XÝch L©n(2)	0	99999	10	0	30	360	360	31	85	85																36	120	39	2									1687	2247	1727	1767	2087	2167	463	488	2		2207	2	8
XÝch L©n Th­¬ng Lan Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring19.spr	37	1	1	Bé trang bÞ §­êng M«n ná tiÔn cÊp XÝch L©n(3)	2	99999	10	0																						36	120	39	2									1687	2327	1727	1887	2087	2167	463	488	3		1670	2	8
XÝch L©n Th­¬ng Lan Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle24.spr	34	1	2	Bé trang bÞ §­êng M«n ná tiÔn cÊp XÝch L©n(4)	1	99999	10	0	30	135	135	31	80	80																36	120	39	2									1687	2287	1727	1767	2087	2167	463	488	4		2787	2	8
XÝch L©n Th­¬ng Lan Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash24.spr	32	2	1	Bé trang bÞ §­êng M«n ná tiÔn cÊp XÝch L©n(5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	2									1687	2367	1727	1807	2087	2167	463	488	5	1332	2207	2	8
XÝch L©n Th­¬ng Lan Gi¸p	0	2	3	\spr\item\equip\armor\obj-ma-cloth24.spr	22	2	3	Bé trang bÞ §­êng M«n ná tiÔn cÊp XÝch L©n(6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	2									1687	2407	1727	1847	2604	2167	463	488	6	1370	2787	2	8
XÝch L©n Th­¬ng Lan Tô TiÔn	0	1	2	\spr\item\equip\rangeweapon\obj-adart29.spr	17	2	2	Bé trang bÞ §­êng M«n ná tiÔn cÊp XÝch L©n(7)	0	99999	10	0	28	46	46	29	102	102	167	-30	-30	31	99	99										36	120	39	2									2708	2247	1967	1767	2087	2167	463	488	7		1670	2	8
XÝch L©n Th­¬ng Lan Lý	0	5	1	\spr\item\equip\boots\obj-shoes24.spr	26	2	2	Bé trang bÞ §­êng M«n ná tiÔn cÊp XÝch L©n(8)	2	99999	10	0	30	160	160	31	80	80																36	120	39	2									1687	2327	1727	1887	1927	2167	463	488	8	1366	2207	2	8
XÝch L©n Th­¬ng Lan Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist23.spr	36	1	2	Bé trang bÞ §­êng M«n ná tiÔn cÊp XÝch L©n(9)	1	99999	10	0																						36	120	39	2									1687	2287	1727	1767	2087	2167	463	488	9	1360	2207	2	8
XÝch L©n Th­¬ng Lan H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring20.spr	37	1	1	Bé trang bÞ §­êng M«n ná tiÔn cÊp XÝch L©n(10)	3	99999	10	0																						36	120	39	2									1687	2367	1727	1807	2087	2167	463	488	10		1670	2	8
XÝch L©n Tô ThÇn Liªn	0	4	1	\spr\item\equip\nick\obj-neck23.spr	36	2	1	Bé trang bÞ §­êng M«n phi tiªu cÊp XÝch L©n(1)	4	99999	10	0																						36	120	39	2									1687	2407	1727	1847	2127	2167	464	489	1	1338	2207	2	8
XÝch L©n Tô ThÇn Ph¸t Qu¸n	0	7	2	\spr\item\equip\cap\obj-ma-cap24.spr	28	2	2	Bé trang bÞ §­êng M«n phi tiªu cÊp XÝch L©n(2)	0	99999	10	0	30	360	360	31	85	85																36	120	39	2									1687	2247	1727	1767	2087	2167	464	489	2		2207	2	8
XÝch L©n Tô ThÇn Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring19.spr	37	1	1	Bé trang bÞ §­êng M«n phi tiªu cÊp XÝch L©n(3)	2	99999	10	0																						36	120	39	2									1687	2327	1727	1887	2087	2167	464	489	3		1670	2	8
XÝch L©n Tô ThÇn Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle24.spr	34	1	2	Bé trang bÞ §­êng M«n phi tiªu cÊp XÝch L©n(4)	1	99999	10	0	30	135	135	31	80	80																36	120	39	2									1687	2287	1727	1767	2087	2167	464	489	4	1382	2787	2	8
XÝch L©n Tô ThÇn Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash24.spr	32	2	1	Bé trang bÞ §­êng M«n phi tiªu cÊp XÝch L©n(5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	2									1687	2367	1727	1807	2087	2167	464	489	5	1332	2207	2	8
XÝch L©n Tô ThÇn Gi¸p Y	0	2	3	\spr\item\equip\armor\obj-ma-cloth24.spr	22	2	3	Bé trang bÞ §­êng M«n phi tiªu cÊp XÝch L©n(6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	2									1687	2407	1727	1847	2604	2167	464	489	6	1386	2787	2	8
XÝch L©n Tô ThÇn Phi Tiªu	0	1	0	\spr\item\equip\rangeweapon\obj-adart27.spr	15	1	1	Bé trang bÞ §­êng M«n phi tiªu cÊp XÝch L©n(7)	0	99999	10	0	28	42	42	29	98	98	167	-30	-30	31	99	99										36	120	39	2									2708	2247	1967	1767	2087	2167	464	489	7		1670	2	8
XÝch L©n Tô ThÇn Lý	0	5	1	\spr\item\equip\boots\obj-shoes24.spr	26	2	2	Bé trang bÞ §­êng M«n phi tiªu cÊp XÝch L©n(8)	2	99999	10	0	30	160	160	31	80	80																36	120	39	2									1687	2327	1727	1887	1927	2167	464	489	8		2207	2	8
XÝch L©n Tô ThÇn Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist23.spr	34	1	2	Bé trang bÞ §­êng M«n phi tiªu cÊp XÝch L©n(9)	1	99999	10	0																						36	120	39	2									1687	2287	1727	1767	2087	2167	464	489	9	1376	2207	2	8
XÝch L©n Tô ThÇn H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring20.spr	37	1	1	Bé trang bÞ §­êng M«n phi tiªu cÊp XÝch L©n(10)	3	99999	10	0																						36	120	39	2									1687	2367	1727	1807	2087	2167	464	489	10		1670	2	8
XÝch L©n Thõa Long H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck25.spr	36	2	1	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp XÝch L©n(1)	1	99999	10	0																						36	120	39	6									1687	2407	1727	1847	2127	2167	465	490	1	1398	2207	2	8
XÝch L©n Thõa Long §Çu Hoµn	0	7	5	\spr\item\equip\cap\obj-ma-cap25.spr	28	2	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp XÝch L©n(2)	3	99999	10	0	30	360	360	31	85	85																36	120	39	6									1687	2247	1727	1767	2087	2167	465	490	2		2207	2	8
XÝch L©n Thõa Long Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring23.spr	37	1	1	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp XÝch L©n(3)	4	99999	10	0																						36	120	39	6									1687	2327	1727	1887	2087	2167	465	490	3		1670	2	8
XÝch L©n Thõa Long Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle25.spr	34	1	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp XÝch L©n(4)	0	99999	10	0	30	135	135	31	80	80																36	120	39	6									1687	2287	1727	1767	2087	2167	465	490	4	1410	2787	2	8
XÝch L©n Thõa Long Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash25.spr	32	2	1	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp XÝch L©n(5)	2	99999	10	0	30	160	160	31	80	80																36	120	39	6									1687	2367	1727	1807	2087	2167	465	490	5	1392	2207	2	8
XÝch L©n Thõa Long C¸i Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth25.spr	22	2	3	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp XÝch L©n(6)	1	99999	10	0	30	720	720	31	90	90																36	120	39	6									1687	2407	1727	1847	2604	2167	465	490	6	1414	2787	2	8
XÝch L©n Thõa Long TriÒn Thñ	0	0	6	\spr\item\equip\closeweapon\obj-glove04.spr	9	1	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp XÝch L©n(7)	3	99999	10	0	28	40	40	29	100	100	167	-30	-30	31	99	99										36	120	39	6									2726	2247	2487	1767	2087	2167	465	490	7		1670	2	8
XÝch L©n Thõa Long Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes25.spr	26	2	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp XÝch L©n(8)	4	99999	10	0	30	160	160	31	80	80																36	120	39	6									1687	2327	1727	1887	1927	2167	465	490	8		2207	2	8
XÝch L©n Thõa Long Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist26.spr	36	1	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp XÝch L©n(9)	0	99999	10	0																						36	120	39	6									1687	2287	1727	1767	2087	2167	465	490	9	1404	2207	2	8
XÝch L©n Thõa Long H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring24.spr	37	1	1	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp XÝch L©n(10)	2	99999	10	0																						36	120	39	6									1687	2367	1727	1807	2087	2167	465	490	10		1670	2	8
XÝch L©n Gi¸ng Long H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck25.spr	36	2	1	Bé trang bÞ C¸i Bang c«n ph¸p cÊp XÝch L©n(1)	0	99999	10	0																						36	120	39	6									1687	2407	1727	1847	2127	2167	466	491	1	1426	2207	2	8
XÝch L©n Gi¸ng Long §Çu Hoµn	0	7	5	\spr\item\equip\cap\obj-ma-cap25.spr	28	2	2	Bé trang bÞ C¸i Bang c«n ph¸p cÊp XÝch L©n(2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	6									1687	2247	1727	1767	2087	2167	466	491	2		2207	2	8
XÝch L©n Gi¸ng Long Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring23.spr	37	1	1	Bé trang bÞ C¸i Bang c«n ph¸p cÊp XÝch L©n(3)	1	99999	10	0																						36	120	39	6									1687	2327	1727	1887	2087	2167	466	491	3		1670	2	8
XÝch L©n Gi¸ng Long Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle25.spr	34	1	2	Bé trang bÞ C¸i Bang c«n ph¸p cÊp XÝch L©n(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	6									1687	2287	1727	1767	2087	2167	466	491	4		2787	2	8
XÝch L©n Gi¸ng Long Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash25.spr	33	2	1	Bé trang bÞ C¸i Bang c«n ph¸p cÊp XÝch L©n(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	6									1687	2367	1727	1807	2087	2167	466	491	5	1420	2207	2	8
XÝch L©n Gi¸ng Long C¸i Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth25.spr	22	2	3	Bé trang bÞ C¸i Bang c«n ph¸p cÊp XÝch L©n(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	6									1687	2407	1727	1847	2604	2167	466	491	6	1442	2787	2	8
XÝch L©n Gi¸ng Long Bæng	0	0	2	\spr\item\equip\closeweapon\obj-staff15.spr	11	1	4	Bé trang bÞ C¸i Bang c«n ph¸p cÊp XÝch L©n(7)	2	99999	10	0	28	69	69	29	128	128	167	-30	-30	31	99	99										36	120	39	6									2706	2247	1967	2007	2087	2167	466	491	7		1670	2	8
XÝch L©n Gi¸ng Long Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes25.spr	26	2	2	Bé trang bÞ C¸i Bang c«n ph¸p cÊp XÝch L©n(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	6									1687	2327	1727	1887	1927	2167	466	491	8	1438	2207	2	8
XÝch L©n Gi¸ng Long Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist26.spr	36	1	2	Bé trang bÞ C¸i Bang c«n ph¸p cÊp XÝch L©n(9)	3	99999	10	0																						36	120	39	6									1687	2287	1727	1767	2087	2167	466	491	9	1432	2207	2	8
XÝch L©n Gi¸ng Long H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring24.spr	37	1	1	Bé trang bÞ C¸i Bang c«n ph¸p cÊp XÝch L©n(10)	4	99999	10	0																						36	120	39	6									1687	2367	1727	1807	2087	2167	466	491	10		1670	2	8
XÝch L©n Nhiªn Kh«n H¹ng Khuyªn	0	4	1	\spr\item\equip\nick\obj-neck22.spr	36	2	1	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp XÝch L©n(1)	0	99999	10	0																						36	120	39	7									1687	2407	1727	1847	2127	2167	467	492	1	1454	2207	2	8
XÝch L©n Nhiªn Kh«n Kh«i	0	7	2	\spr\item\equip\cap\obj-ma-cap26.spr	28	2	2	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp XÝch L©n(2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	7									1687	2247	1727	1767	2087	2167	467	492	2		2207	2	8
XÝch L©n Nhiªn Kh«n Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring17.spr	37	1	1	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp XÝch L©n(3)	1	99999	10	0																						36	120	39	7									1687	2327	1727	1887	2087	2167	467	492	3		1670	2	8
XÝch L©n Nhiªn Kh«n Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle26.spr	34	1	2	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp XÝch L©n(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	7									1687	2287	1727	1767	2087	2167	467	492	4	1466	2787	2	8
XÝch L©n Nhiªn Kh«n Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash26.spr	33	2	1	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp XÝch L©n(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	7									1687	2367	1727	1807	2087	2167	467	492	5	1448	2207	2	8
XÝch L©n Nhiªn Kh«n Gi¸p Y	0	2	16	\spr\item\equip\armor\obj-ma-cloth26.spr	23	2	3	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp XÝch L©n(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	7									1687	2407	1727	1847	2604	2167	467	492	6	1470	2787	2	8
XÝch L©n Nhiªn Kh«n Th­¬ng	0	0	3	\spr\item\equip\closeweapon\obj-spear05.spr	12	1	4	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp XÝch L©n(7)	2	99999	10	0	28	18	18	29	158	158	167	-30	-30	31	99	99										36	120	39	7									2707	2247	1967	2007	2087	2167	467	492	7		1670	2	8
XÝch L©n Nhiªn Kh«n Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes26.spr	26	2	2	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp XÝch L©n(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	7									1687	2327	1727	1887	1927	2167	467	492	8		2207	2	8
XÝch L©n Nhiªn Kh«n Béi	0	9	1	\spr\item\equip\waist\obj-waist22.spr	36	1	2	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp XÝch L©n(9)	3	99999	10	0																						36	120	39	7									1687	2287	1727	1767	2087	2167	467	492	9	1460	2207	2	8
