Tªn Thuéc TÝnh				ID	Min	Max	H	I	Skill	Skill	L
Phi Long T¹i Thiªn				139	1	1	-1	-1	357	357	0
Phi Long T¹i Thiªn				139	2	2	-1	-1	357	357	0
Phi Long T¹i Thiªn				139	3	3	-1	-1	357	357	0
Phi Long T¹i Thiªn				139	4	4	-1	-1	357	357	0
Phi Long T¹i Thiªn				139	5	5	-1	-1	357	357	0
Phi Long T¹i Thiªn				139	6	6	-1	-1	357	357	0
Thêi ThÆng Lôc Long				139	1	1	-1	-1	1073	1073	0
Thêi ThÆng Lôc Long				139	2	2	-1	-1	1073	1073	0
Thêi ThÆng Lôc Long				139	3	3	-1	-1	1073	1073	0
Thêi ThÆng Lôc Long				139	4	4	-1	-1	1073	1073	0
C¸i Bang Bæng Ph¸p				139	1	1	-1	-1	115	115	0
C¸i Bang Bæng Ph¸p				139	2	2	-1	-1	115	115	0
C¸i Bang Bæng Ph¸p				139	3	3	-1	-1	115	115	0
C¸i Bang Bæng Ph¸p				139	4	4	-1	-1	115	115	0
C¸i Bang Bæng Ph¸p				139	5	5	-1	-1	115	115	0
C¸i Bang Bæng Ph¸p				139	6	6	-1	-1	115	115	0
Diªn M«n Th¸c B¸t				139	1	1	-1	-1	119	119	0
Diªn M«n Th¸c B¸t				139	2	2	-1	-1	119	119	0
Diªn M«n Th¸c B¸t				139	3	3	-1	-1	119	119	0
Diªn M«n Th¸c B¸t				139	4	4	-1	-1	119	119	0
Diªn M«n Th¸c B¸t				139	5	5	-1	-1	119	119	0
Diªn M«n Th¸c B¸t				139	6	6	-1	-1	119	119	0
§¶ CÈu Bæng				139	1	1	-1	-1	124	124	0
§¶ CÈu Bæng				139	2	2	-1	-1	124	124	0
§¶ CÈu Bæng				139	3	3	-1	-1	124	124	0
§¶ CÈu Bæng				139	4	4	-1	-1	124	124	0
§¶ CÈu Bæng				139	5	5	-1	-1	124	124	0
§¶ CÈu Bæng				139	6	6	-1	-1	124	124	0
Thiªn H¹ V« CÈu				139	1	1	-1	-1	359	359	0
Thiªn H¹ V« CÈu				139	2	2	-1	-1	359	359	0
Thiªn H¹ V« CÈu				139	3	3	-1	-1	359	359	0
Thiªn H¹ V« CÈu				139	4	4	-1	-1	359	359	0
Thiªn H¹ V« CÈu				139	5	5	-1	-1	359	359	0
Thiªn H¹ V« CÈu				139	6	6	-1	-1	359	359	0
Bæng Huýnh L­îc §Þa				139	1	1	-1	-1	1074	1074	0
Bæng Huýnh L­îc §Þa				139	2	2	-1	-1	1074	1074	0
Bæng Huýnh L­îc §Þa				139	3	3	-1	-1	1074	1074	0
Bæng Huýnh L­îc §Þa				139	4	4	-1	-1	1074	1074	0
Thiªn NhÉn M©u Ph¸p				139	1	1	-1	-1	132	132	0
Thiªn NhÉn M©u Ph¸p				139	2	2	-1	-1	132	132	0
Thiªn NhÉn M©u Ph¸p				139	3	3	-1	-1	132	132	0
Thiªn NhÉn M©u Ph¸p				139	4	4	-1	-1	132	132	0
Thiªn NhÉn M©u Ph¸p				139	5	5	-1	-1	132	132	0
Thiªn NhÉn M©u Ph¸p				139	6	6	-1	-1	132	132	0
Tµn D­¬ng Nh­ HuyÕt				139	1	1	-1	-1	135	135	0
Tµn D­¬ng Nh­ HuyÕt				139	2	2	-1	-1	135	135	0
Tµn D­¬ng Nh­ HuyÕt				139	3	3	-1	-1	135	135	0
Tµn D­¬ng Nh­ HuyÕt				139	4	4	-1	-1	135	135	0
Tµn D­¬ng Nh­ HuyÕt				139	5	5	-1	-1	135	135	0
Tµn D­¬ng Nh­ HuyÕt				139	6	6	-1	-1	135	135	0
LiÖt Háa T×nh Thiªn				139	1	1	-1	-1	141	141	0
LiÖt Háa T×nh Thiªn				139	2	2	-1	-1	141	141	0
LiÖt Háa T×nh Thiªn				139	3	3	-1	-1	141	141	0
LiÖt Háa T×nh Thiªn				139	4	4	-1	-1	141	141	0
LiÖt Háa T×nh Thiªn				139	5	5	-1	-1	141	141	0
LiÖt Háa T×nh Thiªn				139	6	6	-1	-1	141	141	0
V©n Long KÝch				139	1	1	-1	-1	361	361	0
V©n Long KÝch				139	2	2	-1	-1	361	361	0
V©n Long KÝch				139	3	3	-1	-1	361	361	0
V©n Long KÝch				139	4	4	-1	-1	361	361	0
V©n Long KÝch				139	5	5	-1	-1	361	361	0
V©n Long KÝch				139	6	6	-1	-1	361	361	0
Giang H¶i Né Lan				139	1	1	-1	-1	1075	1075	0
Giang H¶i Né Lan				139	2	2	-1	-1	1075	1075	0
Giang H¶i Né Lan				139	3	3	-1	-1	1075	1075	0
Giang H¶i Né Lan				139	4	4	-1	-1	1075	1075	0
Thiªn NhÉn §ao Ph¸p				139	1	1	-1	-1	131	131	0
Thiªn NhÉn §ao Ph¸p				139	2	2	-1	-1	131	131	0
Thiªn NhÉn §ao Ph¸p				139	3	3	-1	-1	131	131	0
Thiªn NhÉn §ao Ph¸p				139	4	4	-1	-1	131	131	0
Thiªn NhÉn §ao Ph¸p				139	5	5	-1	-1	131	131	0
Thiªn NhÉn §ao Ph¸p				139	6	6	-1	-1	131	131	0
§¬n ChØ LiÖt DiÖm				139	1	1	-1	-1	145	145	0
§¬n ChØ LiÖt DiÖm				139	2	2	-1	-1	145	145	0
§¬n ChØ LiÖt DiÖm				139	3	3	-1	-1	145	145	0
§¬n ChØ LiÖt DiÖm				139	4	4	-1	-1	145	145	0
§¬n ChØ LiÖt DiÖm				139	5	5	-1	-1	145	145	0
§¬n ChØ LiÖt DiÖm				139	6	6	-1	-1	145	145	0
Th«i S¬n §iÒn H¶i				139	1	1	-1	-1	138	138	0
Th«i S¬n §iÒn H¶i				139	2	2	-1	-1	138	138	0
Th«i S¬n §iÒn H¶i				139	3	3	-1	-1	138	138	0
Th«i S¬n §iÒn H¶i				139	4	4	-1	-1	138	138	0
Th«i S¬n §iÒn H¶i				139	5	5	-1	-1	138	138	0
Th«i S¬n §iÒn H¶i				139	6	6	-1	-1	138	138	0
Thiªn Ngo¹i L­u Tinh				139	1	1	-1	-1	362	362	0
Thiªn Ngo¹i L­u Tinh				139	2	2	-1	-1	362	362	0
Thiªn Ngo¹i L­u Tinh				139	3	3	-1	-1	362	362	0
Thiªn Ngo¹i L­u Tinh				139	4	4	-1	-1	362	362	0
Thiªn Ngo¹i L­u Tinh				139	5	5	-1	-1	362	362	0
Thiªn Ngo¹i L­u Tinh				139	6	6	-1	-1	362	362	0
TËt Háa LiÖu Nguyªn				139	1	1	-1	-1	1076	1076	0
TËt Háa LiÖu Nguyªn				139	2	2	-1	-1	1076	1076	0
TËt Háa LiÖu Nguyªn				139	3	3	-1	-1	1076	1076	0
TËt Háa LiÖu Nguyªn				139	4	4	-1	-1	1076	1076	0
Vâ §ang QuyÒn Ph¸p				139	1	1	-1	-1	152	152	0
Vâ §ang QuyÒn Ph¸p				139	2	2	-1	-1	152	152	0
Vâ §ang QuyÒn Ph¸p				139	3	3	-1	-1	152	152	0
Vâ §ang QuyÒn Ph¸p				139	4	4	-1	-1	152	152	0
Vâ §ang QuyÒn Ph¸p				139	5	5	-1	-1	152	152	0
Vâ §ang QuyÒn Ph¸p				139	6	6	-1	-1	152	152	0
Né L«i ChØ				139	1	1	-1	-1	153	153	0
Né L«i ChØ				139	2	2	-1	-1	153	153	0
Né L«i ChØ				139	3	3	-1	-1	153	153	0
Né L«i ChØ				139	4	4	-1	-1	153	153	0
Né L«i ChØ				139	5	5	-1	-1	153	153	0
Né L«i ChØ				139	6	6	-1	-1	153	153	0
B¸c CÊp Nhi Phôc				139	1	1	-1	-1	164	164	0
B¸c CÊp Nhi Phôc				139	2	2	-1	-1	164	164	0
B¸c CÊp Nhi Phôc				139	3	3	-1	-1	164	164	0
B¸c CÊp Nhi Phôc				139	4	4	-1	-1	164	164	0
B¸c CÊp Nhi Phôc				139	5	5	-1	-1	164	164	0
B¸c CÊp Nhi Phôc				139	6	6	-1	-1	164	164	0
Thiªn §Þa V« Cùc				139	1	1	-1	-1	365	365	0
Thiªn §Þa V« Cùc				139	2	2	-1	-1	365	365	0
Thiªn §Þa V« Cùc				139	3	3	-1	-1	365	365	0
Thiªn §Þa V« Cùc				139	4	4	-1	-1	365	365	0
Thiªn §Þa V« Cùc				139	5	5	-1	-1	365	365	0
Thiªn §Þa V« Cùc				139	6	6	-1	-1	365	365	0
T¹o Hãa Th¸i Thanh				139	1	1	-1	-1	1078	1078	0
T¹o Hãa Th¸i Thanh				139	2	2	-1	-1	1078	1078	0
T¹o Hãa Th¸i Thanh				139	3	3	-1	-1	1078	1078	0
T¹o Hãa Th¸i Thanh				139	4	4	-1	-1	1078	1078	0
Vâ §ang KiÕm Ph¸p				139	1	1	-1	-1	151	151	0
Vâ §ang KiÕm Ph¸p				139	2	2	-1	-1	151	151	0
Vâ §ang KiÕm Ph¸p				139	3	3	-1	-1	151	151	0
Vâ §ang KiÕm Ph¸p				139	4	4	-1	-1	151	151	0
Vâ §ang KiÕm Ph¸p				139	5	5	-1	-1	151	151	0
Vâ §ang KiÕm Ph¸p				139	6	6	-1	-1	151	151	0
Th­¬ng H¶i Minh NguyÖt				139	1	1	-1	-1	155	155	0
Th­¬ng H¶i Minh NguyÖt				139	2	2	-1	-1	155	155	0
Th­¬ng H¶i Minh NguyÖt				139	3	3	-1	-1	155	155	0
Th­¬ng H¶i Minh NguyÖt				139	4	4	-1	-1	155	155	0
Th­¬ng H¶i Minh NguyÖt				139	5	5	-1	-1	155	155	0
Th­¬ng H¶i Minh NguyÖt				139	6	6	-1	-1	155	155	0
KiÕm Phi Kinh Thiªn				139	1	1	-1	-1	158	158	0
KiÕm Phi Kinh Thiªn				139	2	2	-1	-1	158	158	0
KiÕm Phi Kinh Thiªn				139	3	3	-1	-1	158	158	0
KiÕm Phi Kinh Thiªn				139	4	4	-1	-1	158	158	0
KiÕm Phi Kinh Thiªn				139	5	5	-1	-1	158	158	0
KiÕm Phi Kinh Thiªn				139	6	6	-1	-1	158	158	0
Nh©n KiÕm Hîp NhÊt				139	1	1	-1	-1	368	368	0
Nh©n KiÕm Hîp NhÊt				139	2	2	-1	-1	368	368	0
Nh©n KiÕm Hîp NhÊt				139	3	3	-1	-1	368	368	0
Nh©n KiÕm Hîp NhÊt				139	4	4	-1	-1	368	368	0
Nh©n KiÕm Hîp NhÊt				139	5	5	-1	-1	368	368	0
Nh©n KiÕm Hîp NhÊt				139	6	6	-1	-1	368	368	0
KiÕm Thïy Tinh Hµ				139	1	1	-1	-1	1079	1079	0
KiÕm Thïy Tinh Hµ				139	2	2	-1	-1	1079	1079	0
KiÕm Thïy Tinh Hµ				139	3	3	-1	-1	1079	1079	0
KiÕm Thïy Tinh Hµ				139	4	4	-1	-1	1079	1079	0
C«n L«n §ao Ph¸p				139	1	1	-1	-1	167	167	0
C«n L«n §ao Ph¸p				139	2	2	-1	-1	167	167	0
C«n L«n §ao Ph¸p				139	3	3	-1	-1	167	167	0
C«n L«n §ao Ph¸p				139	4	4	-1	-1	167	167	0
C«n L«n §ao Ph¸p				139	5	5	-1	-1	167	167	0
C«n L«n §ao Ph¸p				139	6	6	-1	-1	167	167	0
H« Phong Ph¸p				139	1	1	-1	-1	169	169	0
H« Phong Ph¸p				139	2	2	-1	-1	169	169	0
H« Phong Ph¸p				139	3	3	-1	-1	169	169	0
H« Phong Ph¸p				139	4	4	-1	-1	169	169	0
H« Phong Ph¸p				139	5	5	-1	-1	169	169	0
H« Phong Ph¸p				139	6	6	-1	-1	169	169	0
NhÊt KhÝ Tam Thanh				139	1	1	-1	-1	178	178	0
NhÊt KhÝ Tam Thanh				139	2	2	-1	-1	178	178	0
NhÊt KhÝ Tam Thanh				139	3	3	-1	-1	178	178	0
NhÊt KhÝ Tam Thanh				139	4	4	-1	-1	178	178	0
NhÊt KhÝ Tam Thanh				139	5	5	-1	-1	178	178	0
NhÊt KhÝ Tam Thanh				139	6	6	-1	-1	178	178	0
Ng¹o TuyÕt Tiªu Phong				139	1	1	-1	-1	372	372	0
Ng¹o TuyÕt Tiªu Phong				139	2	2	-1	-1	372	372	0
Ng¹o TuyÕt Tiªu Phong				139	3	3	-1	-1	372	372	0
Ng¹o TuyÕt Tiªu Phong				139	4	4	-1	-1	372	372	0
Ng¹o TuyÕt Tiªu Phong				139	5	5	-1	-1	372	372	0
Ng¹o TuyÕt Tiªu Phong				139	6	6	-1	-1	372	372	0
Cöu Thiªn C­¬ng Phong				139	1	1	-1	-1	1080	1080	0
Cöu Thiªn C­¬ng Phong				139	2	2	-1	-1	1080	1080	0
Cöu Thiªn C­¬ng Phong				139	3	3	-1	-1	1080	1080	0
Cöu Thiªn C­¬ng Phong				139	4	4	-1	-1	1080	1080	0
C«n L«n KiÕm Ph¸p				139	1	1	-1	-1	168	168	0
C«n L«n KiÕm Ph¸p				139	2	2	-1	-1	168	168	0
C«n L«n KiÕm Ph¸p				139	3	3	-1	-1	168	168	0
C«n L«n KiÕm Ph¸p				139	4	4	-1	-1	168	168	0
C«n L«n KiÕm Ph¸p				139	5	5	-1	-1	168	168	0
C«n L«n KiÕm Ph¸p				139	6	6	-1	-1	168	168	0
Cuång L«i ChÊn §Þa				139	1	1	-1	-1	179	179	0
Cuång L«i ChÊn §Þa				139	2	2	-1	-1	179	179	0
Cuång L«i ChÊn §Þa				139	3	3	-1	-1	179	179	0
Cuång L«i ChÊn §Þa				139	4	4	-1	-1	179	179	0
Cuång L«i ChÊn §Þa				139	5	5	-1	-1	179	179	0
Cuång L«i ChÊn §Þa				139	6	6	-1	-1	179	179	0
Thiªn TÕ TÊn L«i				139	1	1	-1	-1	172	172	0
Thiªn TÕ TÊn L«i				139	2	2	-1	-1	172	172	0
Thiªn TÕ TÊn L«i				139	3	3	-1	-1	172	172	0
Thiªn TÕ TÊn L«i				139	4	4	-1	-1	172	172	0
Thiªn TÕ TÊn L«i				139	5	5	-1	-1	172	172	0
Thiªn TÕ TÊn L«i				139	6	6	-1	-1	172	172	0
L«i §éng Cöu Thiªn				139	1	1	-1	-1	375	375	0
L«i §éng Cöu Thiªn				139	2	2	-1	-1	375	375	0
L«i §éng Cöu Thiªn				139	3	3	-1	-1	375	375	0
L«i §éng Cöu Thiªn				139	4	4	-1	-1	375	375	0
L«i §éng Cöu Thiªn				139	5	5	-1	-1	375	375	0
L«i §éng Cöu Thiªn				139	6	6	-1	-1	375	375	0
Thiªn L«i ChÊn §Þa Nh¹c				139	1	1	-1	-1	1081	1081	0
Thiªn L«i ChÊn §Þa Nh¹c				139	2	2	-1	-1	1081	1081	0
Thiªn L«i ChÊn §Þa Nh¹c				139	3	3	-1	-1	1081	1081	0
Thiªn L«i ChÊn §Þa Nh¹c				139	4	4	-1	-1	1081	1081	0
Kim Nh¹n Hoµnh Kh«ng				139	1	1	-1	-1	1351	1351	0
Kim Nh¹n Hoµnh Kh«ng				139	2	2	-1	-1	1351	1351	0
Kim Nh¹n Hoµnh Kh«ng				139	3	3	-1	-1	1351	1351	0
Kim Nh¹n Hoµnh Kh«ng				139	4	4	-1	-1	1351	1351	0
Kim Nh¹n Hoµnh Kh«ng				139	5	5	-1	-1	1351	1351	0
Kim Nh¹n Hoµnh Kh«ng				139	6	6	-1	-1	1351	1351	0
Thiªn Th©n §¶o HuyÒn				139	1	1	-1	-1	1355	1355	0
Thiªn Th©n §¶o HuyÒn				139	2	2	-1	-1	1355	1355	0
Thiªn Th©n §¶o HuyÒn				139	3	3	-1	-1	1355	1355	0
Thiªn Th©n §¶o HuyÒn				139	4	4	-1	-1	1355	1355	0
Thiªn Th©n §¶o HuyÒn				139	5	5	-1	-1	1355	1355	0
Thiªn Th©n §¶o HuyÒn				139	6	6	-1	-1	1355	1355	0
Th­¬ng Tïng Nghªnh Kh¸ch				139	1	1	-1	-1	1360	1360	0
Th­¬ng Tïng Nghªnh Kh¸ch				139	2	2	-1	-1	1360	1360	0
Th­¬ng Tïng Nghªnh Kh¸ch				139	3	3	-1	-1	1360	1360	0
Th­¬ng Tïng Nghªnh Kh¸ch				139	4	4	-1	-1	1360	1360	0
Th­¬ng Tïng Nghªnh Kh¸ch				139	5	5	-1	-1	1360	1360	0
Th­¬ng Tïng Nghªnh Kh¸ch				139	6	6	-1	-1	1360	1360	0
§o¹t MÖnh Liªn Hoµn				139	1	1	-1	-1	1364	1364	0
§o¹t MÖnh Liªn Hoµn				139	2	2	-1	-1	1364	1364	0
§o¹t MÖnh Liªn Hoµn				139	3	3	-1	-1	1364	1364	0
§o¹t MÖnh Liªn Hoµn				139	4	4	-1	-1	1364	1364	0
§o¹t MÖnh Liªn Hoµn				139	5	5	-1	-1	1364	1364	0
§o¹t MÖnh Liªn Hoµn				139	6	6	-1	-1	1364	1364	0
§éc C« Cöu KiÕm				139	1	1	-1	-1	1368	1368	0
§éc C« Cöu KiÕm				139	2	2	-1	-1	1368	1368	0
§éc C« Cöu KiÕm				139	3	3	-1	-1	1368	1368	0
§éc C« Cöu KiÕm				139	4	4	-1	-1	1368	1368	0
Long HuyÒn KiÕm KhÝ				139	1	1	-1	-1	1376	1376	0
Long HuyÒn KiÕm KhÝ				139	2	2	-1	-1	1376	1376	0
Long HuyÒn KiÕm KhÝ				139	3	3	-1	-1	1376	1376	0
Long HuyÒn KiÕm KhÝ				139	4	4	-1	-1	1376	1376	0
Long HuyÒn KiÕm KhÝ				139	5	5	-1	-1	1376	1376	0
Long HuyÒn KiÕm KhÝ				139	6	6	-1	-1	1376	1376	0
Thanh V©n Tèng S¶ng				139	1	1	-1	-1	1372	1372	0
Thanh V©n Tèng S¶ng				139	2	2	-1	-1	1372	1372	0
Thanh V©n Tèng S¶ng				139	3	3	-1	-1	1372	1372	0
Thanh V©n Tèng S¶ng				139	4	4	-1	-1	1372	1372	0
Thanh V©n Tèng S¶ng				139	5	5	-1	-1	1372	1372	0
Thanh V©n Tèng S¶ng				139	6	6	-1	-1	1372	1372	0
Ma V©n KiÕm KhÝ				139	1	1	-1	-1	1380	1380	0
Ma V©n KiÕm KhÝ				139	2	2	-1	-1	1380	1380	0
Ma V©n KiÕm KhÝ				139	3	3	-1	-1	1380	1380	0
Ma V©n KiÕm KhÝ				139	4	4	-1	-1	1380	1380	0
Ma V©n KiÕm KhÝ				139	5	5	-1	-1	1380	1380	0
Ma V©n KiÕm KhÝ				139	6	6	-1	-1	1380	1380	0
Ph¸ch Th¹ch Ph¸ Ngäc				139	1	1	-1	-1	1382	1382	0
Ph¸ch Th¹ch Ph¸ Ngäc				139	2	2	-1	-1	1382	1382	0
Ph¸ch Th¹ch Ph¸ Ngäc				139	3	3	-1	-1	1382	1382	0
Ph¸ch Th¹ch Ph¸ Ngäc				139	4	4	-1	-1	1382	1382	0
Ph¸ch Th¹ch Ph¸ Ngäc				139	5	5	-1	-1	1382	1382	0
Ph¸ch Th¹ch Ph¸ Ngäc				139	6	6	-1	-1	1382	1382	0
ThÇn Quang Toµn NhiÔu				139	1	1	-1	-1	1384	1384	0
ThÇn Quang Toµn NhiÔu				139	2	2	-1	-1	1384	1384	0
ThÇn Quang Toµn NhiÔu				139	3	3	-1	-1	1384	1384	0
ThÇn Quang Toµn NhiÔu				139	4	4	-1	-1	1384	1384	0
Kü N¨ng Vèn Cã - Kü N¨ng				139	1	1	-1	-1	0	0	0
Kü N¨ng Vèn Cã				139	2	2	-1	-1	0	0	0
Kü N¨ng Vèn Cã				139	3	3	-1	-1	0	0	0
Kü N¨ng Vèn Cã				139	4	4	-1	-1	0	0	0
Kü N¨ng Vèn Cã				139	5	5	-1	-1	0	0	0
Kü N¨ng Vèn Cã				139	6	6	-1	-1	0	0	0
Kü N¨ng Vèn Cã				139	7	7	-1	-1	0	0	0
Kü N¨ng Vèn Cã				139	8	8	-1	-1	0	0	0
Kü N¨ng Vèn Cã				139	9	9	-1	-1	0	0	0
Kü N¨ng Vèn Cã				139	10	10	-1	-1	0	0	0
T¨ng Sinh Lùc D­¬ng - Trang BÞ HKMP				233	150	280	-1	-1	0	0	0
T¨ng Sinh Lùc D­¬ng				233	280	380	-1	-1	0	0	0
T¨ng Sinh Lùc D­¬ng				233	380	480	-1	-1	0	0	0
T¨ng Sinh Lùc D­¬ng				233	480	580	-1	-1	0	0	0
T¨ng Sinh Lùc D­¬ng				233	580	680	-1	-1	0	0	0
T¨ng Sinh Lùc D­¬ng				233	680	780	-1	-1	0	0	0
T¨ng Sinh Lùc D­¬ng				233	780	880	-1	-1	0	0	0
T¨ng Sinh Lùc D­¬ng				233	880	980	-1	-1	0	0	0
T¨ng Sinh Lùc D­¬ng				233	980	1080	-1	-1	0	0	0
T¨ng Sinh Lùc D­¬ng				233	1080	1180	-1	-1	0	0	0
T¨ng Sinh Lùc D­¬ng				233	1180	1280	-1	-1	0	0	0
T¨ng Sinh Lùc D­¬ng				233	1280	1380	-1	-1	0	0	0
T¨ng Sinh Lùc D­¬ng				233	1380	1480	-1	-1	0	0	0
T¨ng Sinh Lùc D­¬ng				233	1480	1580	-1	-1	0	0	0
T¨ng Sinh Lùc D­¬ng				233	1580	1680	-1	-1	0	0	0
T¨ng Sinh Lùc D­¬ng				233	1680	1780	-1	-1	0	0	0
T¨ng Sinh Lùc D­¬ng				233	1780	1880	-1	-1	0	0	0
T¨ng Sinh Lùc D­¬ng				233	1880	1980	-1	-1	0	0	0
T¨ng Sinh Lùc D­¬ng				233	1980	2080	-1	-1	0	0	0
T¨ng Sinh Lùc D­¬ng				233	2080	2180	-1	-1	0	0	0
T¨ng Sinh Lùc D­¬ng(Max)				233	280	280	-1	-1	0	0	0
T¨ng Sinh Lùc D­¬ng(Max)				233	380	380	-1	-1	0	0	0
T¨ng Sinh Lùc D­¬ng(Max)				233	480	480	-1	-1	0	0	0
T¨ng Sinh Lùc D­¬ng(Max)				233	580	580	-1	-1	0	0	0
T¨ng Sinh Lùc D­¬ng(Max)				233	680	680	-1	-1	0	0	0
T¨ng Sinh Lùc D­¬ng(Max)				233	780	780	-1	-1	0	0	0
T¨ng Sinh Lùc D­¬ng(Max)				233	880	880	-1	-1	0	0	0
T¨ng Sinh Lùc D­¬ng(Max)				233	980	980	-1	-1	0	0	0
T¨ng Sinh Lùc D­¬ng(Max)				233	1080	1080	-1	-1	0	0	0
T¨ng Sinh Lùc D­¬ng(Max)				233	1180	1180	-1	-1	0	0	0
T¨ng Sinh Lùc D­¬ng(Max)				233	1280	1280	-1	-1	0	0	0
T¨ng Sinh Lùc D­¬ng(Max)				233	1380	1380	-1	-1	0	0	0
T¨ng Sinh Lùc D­¬ng(Max)				233	1480	1480	-1	-1	0	0	0
T¨ng Sinh Lùc D­¬ng(Max)				233	1580	1580	-1	-1	0	0	0
T¨ng Sinh Lùc D­¬ng(Max)				233	1680	1680	-1	-1	0	0	0
T¨ng Sinh Lùc D­¬ng(Max)				233	1780	1780	-1	-1	0	0	0
T¨ng Sinh Lùc D­¬ng(Max)				233	1880	1880	-1	-1	0	0	0
T¨ng Sinh Lùc D­¬ng(Max)				233	1980	1980	-1	-1	0	0	0
T¨ng Sinh Lùc D­¬ng(Max)				233	2080	2080	-1	-1	0	0	0
T¨ng Sinh Lùc D­¬ng(Max)				233	2180	2180	-1	-1	0	0	0
T¨ng Néi Lùc D­¬ng				235	120	240	-1	-1	0	0	0
T¨ng Néi Lùc D­¬ng				235	240	340	-1	-1	0	0	0
T¨ng Néi Lùc D­¬ng				235	340	440	-1	-1	0	0	0
T¨ng Néi Lùc D­¬ng				235	440	540	-1	-1	0	0	0
T¨ng Néi Lùc D­¬ng				235	540	640	-1	-1	0	0	0
T¨ng Néi Lùc D­¬ng				235	640	740	-1	-1	0	0	0
T¨ng Néi Lùc D­¬ng				235	740	840	-1	-1	0	0	0
T¨ng Néi Lùc D­¬ng				235	840	940	-1	-1	0	0	0
T¨ng Néi Lùc D­¬ng				235	940	1040	-1	-1	0	0	0
T¨ng Néi Lùc D­¬ng				235	1040	1140	-1	-1	0	0	0
T¨ng Néi Lùc D­¬ng				235	1140	1240	-1	-1	0	0	0
T¨ng Néi Lùc D­¬ng				235	1240	1340	-1	-1	0	0	0
T¨ng Néi Lùc D­¬ng				235	1340	1440	-1	-1	0	0	0
T¨ng Néi Lùc D­¬ng				235	1440	1540	-1	-1	0	0	0
T¨ng Néi Lùc D­¬ng				235	1540	1640	-1	-1	0	0	0
T¨ng Néi Lùc D­¬ng				235	1640	1740	-1	-1	0	0	0
T¨ng Néi Lùc D­¬ng				235	1740	1840	-1	-1	0	0	0
T¨ng Néi Lùc D­¬ng				235	1840	1940	-1	-1	0	0	0
T¨ng Néi Lùc D­¬ng				235	1940	2040	-1	-1	0	0	0
T¨ng Néi Lùc D­¬ng				235	2040	2140	-1	-1	0	0	0
T¨ng Néi Lùc D­¬ng(Max)				235	240	240	-1	-1	0	0	0
T¨ng Néi Lùc D­¬ng(Max)				235	340	340	-1	-1	0	0	0
T¨ng Néi Lùc D­¬ng(Max)				235	440	440	-1	-1	0	0	0
T¨ng Néi Lùc D­¬ng(Max)				235	540	540	-1	-1	0	0	0
T¨ng Néi Lùc D­¬ng(Max)				235	640	640	-1	-1	0	0	0
T¨ng Néi Lùc D­¬ng(Max)				235	740	740	-1	-1	0	0	0
T¨ng Néi Lùc D­¬ng(Max)				235	840	840	-1	-1	0	0	0
T¨ng Néi Lùc D­¬ng(Max)				235	940	940	-1	-1	0	0	0
T¨ng Néi Lùc D­¬ng(Max)				235	1040	1040	-1	-1	0	0	0
T¨ng Néi Lùc D­¬ng(Max)				235	1140	1140	-1	-1	0	0	0
T¨ng Néi Lùc D­¬ng(Max)				235	1240	1240	-1	-1	0	0	0
T¨ng Néi Lùc D­¬ng(Max)				235	1340	1340	-1	-1	0	0	0
T¨ng Néi Lùc D­¬ng(Max)				235	1440	1440	-1	-1	0	0	0
T¨ng Néi Lùc D­¬ng(Max)				235	1540	1540	-1	-1	0	0	0
T¨ng Néi Lùc D­¬ng(Max)				235	1640	1640	-1	-1	0	0	0
T¨ng Néi Lùc D­¬ng(Max)				235	1740	1740	-1	-1	0	0	0
T¨ng Néi Lùc D­¬ng(Max)				235	1840	1840	-1	-1	0	0	0
T¨ng Néi Lùc D­¬ng(Max)				235	1940	1940	-1	-1	0	0	0
T¨ng Néi Lùc D­¬ng(Max)				235	2040	2040	-1	-1	0	0	0
T¨ng Néi Lùc D­¬ng(Max)				235	2140	2140	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	20	25	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	25	30	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	30	35	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	35	40	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	40	45	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	45	50	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	50	55	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	55	60	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	60	65	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	65	70	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	70	75	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	75	80	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	80	85	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	85	90	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	90	95	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	95	100	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	100	105	-1	-1	0	0	0
TriÖt Tiªu S¸t Th­¬ng				237	105	110	-1	-1	0	0	0
